#{"t_start": 1753208471.752023, "env_id": "None"}
r,l,t
7.140345,12,8053.046179
1360.488306,1024,8057.564235
6.719782,9,8057.583316
1387.91092,1024,8063.305332
32.499372,42,8063.459512
1358.495851,1024,8068.136558
1365.745614,1024,8072.849422
1412.357389,1024,8078.70154
1389.425621,1024,8083.277545
1473.642455,1024,8087.827034
1440.668112,1024,8093.657106
1416.279633,1024,8098.314471
10.81908,9,8098.333585
1438.765317,1024,8103.558871
1431.477541,1024,8108.904597
1468.984371,1024,8113.683579
1411.63397,1024,8119.619793
1401.57065,1024,8124.36264
1444.474904,1024,8129.005942
1416.878825,1024,8134.933594
1471.690374,1024,8139.610519
1408.805832,1024,8144.427527
2.743233,9,8144.457538
1418.690927,1024,8150.093863
1446.141644,1024,8154.736048
6.087389,10,8154.760791
1401.941515,1024,8159.972945
1006.059621,728,8164.411078
1436.195155,1024,8168.999373
1438.656973,1024,8174.468812
1431.399558,1024,8179.576666
1392.722111,1024,8184.188751
1404.844777,1024,8189.91392
1485.213599,1024,8194.536743
1411.886924,1024,8199.14431
1462.83034,1024,8204.941686
1465.663149,1024,8209.538502
1435.961012,1024,8214.260253
1481.012315,1024,8219.726665
4.190452,10,8219.749817
1454.738677,1024,8224.410083
1425.181512,1024,8229.562049
1477.148641,1024,8234.933294
1433.822211,1024,8239.523663
1123.197773,789,8244.296429
1432.874116,1024,8249.259468
1516.963814,1024,8253.799021
1459.801188,1024,8259.459712
1435.888524,1024,8264.033664
1460.587463,1024,8268.691114
1427.872172,1024,8274.556801
1471.892316,1024,8278.993616
1476.159676,1024,8283.598148
1431.46428,1024,8289.33618
1498.793569,1024,8293.919679
1443.09161,1024,8298.711927
1422.765699,1024,8304.335467
1468.685856,1024,8308.954515
1436.227934,1024,8314.227324
19.621273,29,8314.337973
1439.571747,1024,8319.418005
1408.794579,1024,8323.878048
1442.336195,1024,8329.463702
1481.654617,1024,8334.654722
1431.053413,1024,8339.542873
1435.687036,1024,8345.410028
1376.15781,1024,8349.968516
1451.152471,1024,8355.00962
1418.254855,1024,8360.572819
1450.198912,1024,8365.202011
1001.315849,733,8369.836681
1431.221683,1024,8375.411324
1419.731976,1024,8380.224453
1432.998856,1024,8386.217392
8.482983,10,8386.239825
1448.804423,1024,8391.014663
9.524368,12,8391.045315
1451.971939,1024,8395.686174
1420.256963,1024,8401.524923
1393.995097,1024,8406.25376
4.405463,9,8406.274398
1431.568456,1024,8411.687028
1470.50897,1024,8417.199397
1431.232043,1024,8421.97706
1446.448227,1024,8427.749817
8.609799,9,8427.781228
1374.969908,1024,8432.613495
1391.626954,1024,8437.680365
1458.387611,1024,8443.544893
1433.931856,1024,8448.367597
1430.368476,1024,8453.267116
1449.60748,1024,8458.808636
1423.130506,1024,8463.469886
1372.231512,1024,8469.238177
1410.242432,1024,8474.423743
1331.359252,1024,8479.192619
1462.874398,1024,8485.079435
1415.951952,1024,8489.606249
8.425861,9,8489.626565
1417.170978,1024,8494.309288
1395.31724,1024,8500.057695
1424.972468,1024,8504.580059
1404.473181,1024,8509.522548
1429.4546,1024,8514.876041
1485.448312,1024,8519.308583
1460.134603,1024,8524.467796
1439.488125,1024,8529.623806
4.389308,9,8529.647645
1401.516203,1024,8534.278739
1471.104413,1024,8539.832872
1431.097889,1024,8544.534392
1503.391252,1024,8549.031885
1384.635159,1024,8554.717695
1497.954732,1024,8559.29736
7.97381,12,8559.323631
1433.173321,1024,8563.944781
1452.22128,1024,8569.749929
1456.323322,1024,8574.357631
1469.673853,1024,8579.053643
1422.241484,1024,8584.634866
1494.656984,1024,8589.319059
1434.714824,1024,8594.735233
1408.19172,1024,8599.911516
1459.726788,1024,8604.658154
1529.763987,1024,8610.547168
876.625656,1024,8615.236972
1422.441308,1024,8619.895136
10.81908,9,8619.915562
1405.796787,1024,8625.688492
1512.582292,1024,8630.308126
1427.490646,1024,8635.642325
6.755857,10,8635.677649
7.902059,11,8635.713393
1479.862114,1024,8641.079565
1453.505348,1024,8645.772421
1483.72101,1024,8651.440502
1418.698166,1024,8656.539699
1443.164246,1024,8661.339251
1391.01208,1024,8667.370966
1488.334724,1024,8672.09836
1447.338873,1024,8677.042721
1417.738867,1024,8682.8548
9.375181,14,8682.890569
1390.984929,1024,8687.572502
1474.12601,1024,8693.124313
1478.65391,1024,8698.274249
1445.139173,1024,8702.937243
1489.887117,1024,8708.826835
1507.586224,1024,8713.63302
1506.996965,1024,8718.492706
1475.57013,1024,8724.535064
1510.583386,1024,8729.272741
1495.423744,1024,8734.751497
1467.623935,1024,8739.949519
10.858517,16,8739.9865
1456.191054,1024,8744.780297
1535.780029,1024,8750.937706
1462.802638,1024,8755.779224
1469.862555,1024,8760.479805
1471.496591,1024,8766.537415
1522.918032,1024,8771.219609
1418.402249,1024,8776.464224
1512.350511,1024,8781.965006
1429.200353,1024,8786.718938
1437.303792,1024,8792.357139
1453.659474,1024,8797.482084
1529.049172,1024,8802.178756
1432.923292,1024,8808.013862
1516.101607,1024,8812.840451
3.815229,9,8812.865809
1495.027573,1024,8817.937149
1480.42294,1024,8823.708784
1488.713066,1024,8828.486711
1479.616258,1024,8834.174618
1528.485496,1024,8839.200895
1433.690944,1024,8843.917335
1439.930949,1024,8849.935682
1517.342588,1024,8854.803312
1471.07526,1024,8859.836657
1521.599799,1024,8865.537629
1452.751695,1024,8870.2368
1498.598912,1024,8875.698246
1489.960882,1024,8880.924338
7.97381,12,8880.953891
1412.868468,1024,8885.665523
1452.75157,1024,8891.794152
1494.991853,1024,8896.479727
1498.68536,1024,8901.203561
1462.893875,1024,8907.078601
1407.836351,1024,8911.666579
1453.301095,1024,8916.678551
1494.423988,1024,8922.357981
1438.516055,1024,8927.078598
1399.818476,1024,8932.792534
1469.390623,1024,8937.824501
1460.677819,1024,8942.544784
12.910187,17,8942.589479
1489.223813,1024,8948.629964
1502.392753,1024,8953.344524
1443.710691,1024,8958.104859
1496.806794,1024,8964.086758
1423.335698,1024,8968.798753
1377.363407,1024,8974.282613
1492.133573,1024,8979.568447
1515.588257,1024,8984.16502
1445.451983,1024,8989.898407
1496.574868,1024,8994.613504
1473.532345,1024,8999.196648
1564.838917,1024,9004.98653
1459.247776,1024,9009.653536
1442.448474,1024,9014.575311
1499.552404,1024,9020.284488
1421.356305,1024,9024.883119
23.10273,34,9024.9601
1513.665459,1024,9030.345279
1562.735012,1024,9035.477081
1474.868822,1024,9040.181455
1503.748292,1024,9045.932089
3.667447,9,9045.964613
1480.074684,1024,9050.621642
1528.870144,1024,9055.236528
1525.87312,1024,9061.170641
1474.756672,1024,9065.917241
1540.878948,1024,9071.047822
1514.952549,1024,9076.736361
1484.638637,1024,9081.481441
1500.167238,1024,9087.020826
1442.826853,1024,9092.069167
1469.021635,1024,9096.945856
1456.989941,1024,9102.687862
1443.473823,1024,9107.415373
1483.69384,1024,9112.304451
1410.071003,1024,9118.066243
1517.453915,1024,9122.735484
1510.780794,1024,9128.260062
1477.585546,1024,9133.647002
1573.088256,1024,9138.306733
1566.300182,1024,9144.331979
1480.169747,1024,9149.060001
1430.020919,1024,9153.787128
1522.420015,1024,9159.802332
1507.138025,1024,9164.498582
1499.146624,1024,9169.460314
1497.949411,1024,9174.990872
1506.989453,1024,9179.63414
1529.417421,1024,9185.081916
1549.610763,1024,9190.208553
1516.318141,1024,9194.905107
1458.903123,1024,9200.662134
1450.976074,1024,9205.282417
1559.359161,1024,9209.960126
1122.559787,1024,9215.652286
1591.192627,1024,9220.248019
1474.817599,1024,9225.121964
1436.119658,1024,9230.768305
1546.010428,1024,9235.525329
1536.403739,1024,9240.798322
1550.029832,1024,9245.9673
1524.059349,1024,9250.604948
1475.268918,1024,9256.458162
1511.915551,1024,9261.177222
1532.627951,1024,9265.678543
1528.739019,1024,9271.452664
1525.046817,1024,9275.966481
3.415963,9,9275.987128
1573.817365,1024,9280.596876
1514.380733,1024,9286.284417
1533.866549,1024,9290.832533
1535.906801,1024,9295.746933
1565.146238,1024,9301.180963
1517.743276,1024,9305.815954
1546.78401,1024,9311.303596
1536.379089,1024,9316.381937
1541.605372,1024,9321.089925
1557.047058,1024,9326.943994
1442.504879,1024,9331.538276
1566.794024,1024,9336.292322
1499.642729,1024,9342.145797
6.134257,10,9342.169478
1573.711433,1024,9346.790078
1531.701989,1024,9351.74729
1528.819705,1024,9357.195753
1557.349583,1024,9361.696837
1541.408259,1024,9366.945953
1608.807684,1024,9372.1402
1465.855878,1024,9376.691622
1595.506304,1024,9382.380528
1568.849735,1024,9387.021896
1599.599446,1024,9391.698401
1586.09256,1024,9397.473747
1551.976375,1024,9402.140973
1612.215657,1024,9406.748437
1606.793813,1024,9412.593621
1471.71089,1024,9417.237752
1533.281717,1024,9422.565924
1496.227647,1024,9428.027853
1563.358188,1024,9432.752736
1570.464322,1024,9438.607445
1600.837263,1024,9443.273251
1564.918842,1024,9447.947641
1547.263537,1024,9453.786758
1606.12679,1024,9458.552837
1593.279759,1024,9463.480384
1602.472841,1024,9469.202899
5.66202,9,9469.22454
1581.653679,1024,9473.93499
1513.480539,1024,9479.290804
1628.21834,1024,9484.416986
1639.995919,1024,9489.206564
1556.127921,1024,9495.045408
1481.395965,1024,9499.683197
1596.453074,1024,9504.580037
4.741314,9,9504.602163
1606.074462,1024,9510.488464
1495.316676,1024,9515.216719
1596.782905,1024,9520.388482
1557.135622,1024,9525.865804
1595.998334,1024,9530.779523
1602.704217,1024,9537.118054
1485.647055,1024,9541.909146
1551.550197,1024,9546.574722
1641.079093,1024,9552.490988
4.383325,9,9552.51466
1490.260841,1024,9557.228843
1543.577266,1024,9562.379099
1632.0301,1024,9567.743761
1511.289814,1024,9572.376454
3.463215,9,9572.402408
1498.998526,1024,9577.697129
1515.050215,1024,9582.683566
1572.448012,1024,9587.206849
1508.942461,1024,9592.781451
1497.57396,1024,9597.396468
1587.729422,1024,9601.918901
1508.428698,1024,9607.558686
1551.824155,1024,9612.138609
1574.068074,1024,9616.806007
1562.457441,1024,9622.562797
1581.393646,1024,9627.131449
1552.632284,1024,9631.769274
1602.542772,1024,9637.22889
1602.305133,1024,9642.183975
1577.478903,1024,9647.406101
1525.251594,1024,9652.808921
1532.725966,1024,9657.360378
1574.577396,1024,9663.205808
1527.13306,1024,9667.987125
1538.361526,1024,9672.779992
1477.122168,1024,9678.617339
1638.598253,1024,9683.265102
1605.157637,1024,9688.293077
1640.71106,1024,9693.90344
1546.126655,1024,9698.607826
1592.239401,1024,9704.095779
1542.977333,1024,9709.059094
1493.195488,1024,9713.820029
1643.559732,1024,9719.612133
1560.987402,1024,9724.152505
1518.978423,1024,9728.807508
8.310857,9,9728.827342
1609.584255,1024,9734.69633
1600.517907,1024,9739.230146
1618.20992,1024,9744.135605
1562.949646,1024,9749.669855
1546.524209,1024,9754.463821
1577.829499,1024,9759.668831
1636.230965,1024,9764.822473
1646.314765,1024,9769.48264
1555.844438,1024,9775.332842
1582.976943,1024,9780.120859
1561.050644,1024,9785.105755
7.47324,9,9785.130378
1498.075291,1024,9791.260206
1542.905851,1024,9796.040834
1567.925367,1024,9801.496625
1572.690616,1024,9806.878087
1499.08672,1024,9811.537803
1609.21879,1024,9817.558746
4.187465,9,9817.579433
1537.995726,1024,9822.175226
1572.866522,1024,9826.75305
1528.729582,1024,9832.648535
1564.685072,1024,9837.363878
1512.141434,1024,9842.186905
1613.195727,1024,9847.950429
1521.873479,1024,9852.786045
1609.440403,1024,9858.219134
7.215014,9,9858.250057
1566.561052,1024,9863.382623
1538.694008,1024,9868.003414
1605.464147,1024,9873.822222
1574.145261,1024,9878.393831
1619.358105,1024,9883.133516
1619.64951,1024,9888.921449
1602.461473,1024,9893.614384
1620.894873,1024,9898.571621
1622.314345,1024,9904.234169
1593.036613,1024,9908.993132
1590.456508,1024,9914.803176
1612.196724,1024,9919.862651
1615.841002,1024,9924.565013
1615.731051,1024,9930.396745
1554.118805,1024,9935.137169
5.322071,9,9935.160845
1551.627278,1024,9939.955548
6.88069,10,9939.988476
1600.053549,1024,9945.885567
1623.015623,1024,9950.508314
6.690206,9,9950.527457
7.349143,9,9950.550393
1581.360447,1024,9955.779885
1618.625561,1024,9960.988309
1606.275195,1024,9965.566781
1575.224362,1024,9971.248543
4.47859,9,9971.281856
1567.52977,1024,9976.156547
4.625178,11,9976.18087
1565.646053,1024,9981.04634
1605.416438,1024,9986.932453
1571.792769,1024,9991.480146
1542.835766,1024,9996.229907
1589.84217,1024,10002.038225
1566.296014,1024,10006.719222
1646.203667,1024,10012.055725
1585.134665,1024,10017.238324
1569.149328,1024,10022.000532
1573.345028,1024,10027.867865
1638.001725,1024,10032.7886
1639.605394,1024,10037.574741
1579.491663,1024,10043.605412
1619.696024,1024,10048.503407
1575.767611,1024,10053.931195
1632.288634,1024,10059.391924
1588.937687,1024,10064.031746
1604.667758,1024,10069.974065
5.450086,8,10070.006188
1541.824901,1024,10074.727166
1606.454913,1024,10079.362837
1550.878291,1024,10085.224898
1616.404635,1024,10089.904891
1590.313218,1024,10094.783007
1612.730575,1024,10100.45524
1588.44104,1024,10105.313354
1571.995262,1024,10110.805756
1632.147044,1024,10116.002095
1638.309928,1024,10120.550203
1640.483508,1024,10126.273141
1622.139479,1024,10130.975749
1593.013375,1024,10135.671734
1576.946216,1024,10141.505327
1651.468351,1024,10146.259352
1605.425083,1024,10151.395222
1581.746581,1024,10156.869563
1641.796484,1024,10161.559599
8.186224,12,10161.595451
1591.564752,1024,10167.035992
1602.93057,1024,10172.04917
8.016714,10,10172.074866
1576.402807,1024,10176.778114
1571.86162,1024,10182.601717
1572.613448,1024,10187.042183
1609.122822,1024,10191.581326
1585.072514,1024,10197.311983
1553.873583,1024,10201.909378
1639.296994,1024,10206.618337
1649.420271,1024,10212.388557
1648.543203,1024,10216.890242
1617.502141,1024,10221.914579
1603.915316,1024,10227.066349
1593.578791,1024,10231.607591
1566.657414,1024,10236.835029
6.130903,10,10236.865706
1604.829108,1024,10241.870668
1575.340648,1024,10246.435988
1585.96127,1024,10251.997934
1588.834375,1024,10256.483468
5.19379,9,10256.504496
1626.111051,1024,10261.149823
